householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t29,pctWWage,pctWSocSec,pctWPubAsst,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,OtherPerCap,HispPerCap,PctPopUnderPov,PctNotHSGrad,PctUnemployed,MalePctNevMarr,TotalPctDiv,PctKidsBornNeverMar,PctImmigRec5,PctPersDenseHous,MedRentPctHousInc,PctSameCity85,PopDens,ViolentCrimesPerPop,nonViolPerPop
2.72,45.09,54.09,0.17,1.59,26.01,68.33,34.29,20.81,9714,14326,4283,7036,5704,5132,4399,34.5,45.64,7.72,32.43,14.98,7.42,37.33,6.16,29.4,82.8,1097.9,1278.63,8396.95
2.67,0.58,96.42,2,0.77,31.73,90.6,13.06,5.5,15171,15392,14896,11058,7853,0,11028,5.98,12.18,4.93,30.85,11.03,1.73,11.33,2.04,23.1,71.21,2938.7,?,3843.81
2.53,1.28,98.36,0.2,1.13,23.38,63.85,39.86,10,10048,10078,6528,3723,2000,0,8895,16.7,35.59,9.34,27.58,12.41,1.72,0,1.22,28,86.25,3623,36.91,3617.57
2.52,0.19,99.04,0.65,0.61,18.84,76.84,26.54,2.03,39610,39620,0,90000,31967,0,39358,2.12,2.95,1.85,19.58,5.91,0,18.1,0.05,22.2,87.54,1646.4,44.32,?
2.25,5.03,72.73,14.72,16.04,29.23,87.02,16.05,4.05,22436,24658,17150,16815,18790,11074,12091,6.22,13.37,3.17,40.45,14.85,2.56,38.3,8.6,26,60.58,5410.7,411.23,6018.78
2.53,17.79,80.27,0.43,1.81,29.29,73.4,31,11.32,13377,14477,8850,10912,1633,12834,11031,11.85,27.33,8.95,40.41,14.83,5.34,13.12,2.94,28.2,86.86,4217.5,?,5232.13
3.5,2.31,94.57,1.48,1.61,62.28,81.11,18.97,8.77,9032,9133,5867,6225,11857,5810,7039,38.74,15.29,8.22,68.29,5.65,2.9,33.95,1.92,35.1,37.94,3108,?,4205.39
2.85,20.29,64.86,0.16,17.02,27.91,69.15,34.09,8.61,10161,12733,5224,9197,26963,5239,5011,24.64,37.76,4.15,28.1,10.68,1.79,34.85,8.98,25.9,74.35,1191.5,358.01,5408.29
2.67,55.3,39.76,1.84,7.8,26.3,78.36,28.42,9.57,15835,19012,13783,16171,15398,11258,11833,11.8,29.22,7.41,37.7,11.96,9.55,24.01,8.62,24.5,86.36,14786.2,1446.56,5381.64
2.56,0.44,89.58,1.39,10.89,27.35,74.87,26.92,9.32,13486,14118,11095,10780,9288,7246,7631,13.21,18.19,5.91,28.14,14.5,2.72,18.68,4.84,26.8,71.65,2020,214.08,7759.28
2.63,14.49,82.31,2.79,0.8,38.51,81.02,21.71,5.47,12983,14030,7551,10886,10868,2852,12255,15.99,23.03,5.97,40.91,10.61,5.68,38.33,2.5,27.2,65.04,1428.3,791.96,6476.47
2.67,0.66,95.8,1.48,4.24,28.56,84.31,22.11,4.01,13216,13258,11566,9816,12348,13536,9235,8.05,15.77,3.27,25.76,13.21,0.95,14.04,3.19,21.8,86.55,3167.5,275.53,8969.4
2.79,5.9,92.95,0.83,0.7,44.36,67.14,36.72,6.03,9771,10021,7463,215,3598,229,4110,19.63,24.76,6.93,48.16,8.25,2.18,51.61,1.04,27.1,58.82,1886,333.19,2950.16
3.02,0.08,99.33,0.24,0.86,25.15,87.7,20.53,2.92,15983,16035,0,4617,12000,14416,14367,2.66,13.6,2.93,24.16,5.67,0.46,5.28,1.08,24.9,72.52,519.7,29.8,1217.03
2.73,27.1,69.88,0.35,3.52,29.43,66.2,34.85,19.13,8890,10309,5610,7731,3994,4188,5354,26.51,31.31,11.24,38.72,16.25,9.06,14.5,3.92,30.2,83.55,2704.3,?,10715.77
2.68,69.94,28.02,0.13,2.6,28.64,62.13,34.8,30.57,7265,8358,6166,58597,3214,10351,6801,35.13,43.85,18.28,39.66,18.29,17.16,14.29,6.61,35.1,91.14,4012.2,?,12061.01
2.5,18.85,69.02,0.53,1.5,24.46,64.99,36.05,11.68,10436,11968,6726,7732,6344,3747,7008,22.47,31.06,6.21,23.64,14.42,4.29,24.22,2.72,27.7,83.12,1055.8,1153.03,7048.29
2.99,0.73,94.12,0.42,2.42,28.61,88.73,11.68,3.1,12784,13062,8374,9161,972,10870,7957,3.86,16.93,4.37,21.31,9.28,0.07,7.69,2.49,21.7,67.1,839,171.7,2841.69
2.59,14.08,83.71,1.49,1.54,32.97,78.94,25.37,3.82,14752,16084,7416,10905,8992,11623,13722,11.72,16.16,4.1,28.54,12.47,3.04,10.71,3.1,24.7,57.84,1548.4,1454.74,16628.13
2.73,22.47,73.53,0.87,5.06,47.14,76.5,23.18,7.83,9478,10638,5874,9336,17752,5935,5755,31.53,27.22,7.18,50.49,8.9,6.55,26.66,4.56,35.1,57.24,1194.9,689.27,4280.9
2.35,0.16,99.34,0.28,0.64,22.6,61.5,46.39,9.57,10815,10874,2753,0,4703,0,14714,12.18,38.75,7.49,30.88,7.98,1.49,9.66,0.82,26.8,92.47,3376.7,149.98,2199.63
2.59,0.38,90.3,2.09,15.24,24.69,75.19,27.94,7.33,16219,16858,20598,16548,13310,7974,8541,7.73,19.24,4.78,28.01,13.52,1.45,32.48,5.72,30,76.55,3425.8,611.64,4781.77
2.93,2.1,92.56,4.84,1.79,24.98,91.66,11.83,1.3,23934,24247,22102,6856,18867,25207,15423,1.52,4.54,2.38,25.19,5.81,0.5,22.04,0.68,24.1,60.09,2948.8,?,2639.54
2.54,50.34,49.31,0.23,0.5,23.98,64.79,35.04,15.81,10387,14988,5876,4872,16278,,17758,31.79,31.12,12.38,30.57,13.49,10.44,9.46,3.71,28.2,87.63,1422.1,549.22,7365.77
3.11,49.86,48.46,0.67,1.24,37.21,66.06,28.39,17.48,7371,10918,3891,15156,6203,5415,6267,39.79,32.7,14.52,47.58,11.04,12.57,20.41,5.7,35.1,75.89,1585.4,788.52,6474.18
3.67,8.46,40.89,17.67,49.61,37.89,77.4,22.5,20.05,8658,10736,8800,14077,8452,5965,6449,21.34,41.07,8.18,44.91,12.12,5.57,29.75,29.07,29.7,69.74,6919.5,1469.9,7496.5
2.61,0.54,97.08,0.8,4.54,25.01,80.87,25.03,2.91,14248,14289,2629,14753,9700,14217,10572,6.69,15.74,3.85,21.48,10.59,0.36,7.98,2.43,21.3,89.07,3142.9,133.38,4662.49
2.57,0.19,98.02,0.94,1.03,25.51,79.78,26.04,5.58,15074,15198,5713,10393,10802,3062,7609,5.96,15.89,4.46,26.08,9.7,1.66,19.45,1.31,22.4,81.87,3017.6,174.98,3316.51
2.47,6.2,93.17,0.26,0.49,25.89,74.23,31.56,9.07,11781,12119,6769,9548,13202,7798,6613,15.48,31.74,6.96,26.45,15.36,3,23.36,1.91,25.4,80,2625.2,1280.84,4561.38
2.49,3.21,95.98,0.39,0.66,25.77,72.75,30.14,9.63,11680,11710,9200,3952,31513,7751,9293,15.56,27.16,7.99,24.38,14.11,2.3,7.41,1.46,26.5,86,2376.3,1082.63,?
3.15,4.32,68.6,15.94,22.9,28.94,91.37,14.92,6.94,16721,18029,15657,12983,14600,11866,11765,5.03,21.37,5.3,31.07,10.57,2.07,22.95,9.62,29.8,75.8,2617.6,809.72,5856.61
2.88,0.24,96.06,1.28,6.14,29.02,77.97,24.43,5.79,11413,11515,9739,14113,11047,6062,5636,10.71,20.89,4.35,27.29,11.49,1.06,35.36,4.16,24.3,65.68,3015.2,235.04,4378.48
2.87,0.24,98.4,0.99,0.83,23.28,87.68,20.23,1.62,18245,18278,2963,18432,16913,8104,9018,1.7,9.69,2.54,24.37,5.74,0.63,5.86,0.74,20.9,72.57,880.1,113.19,2225.17
2.39,43.56,55.6,0.35,0.7,26.16,70.2,31.04,14.86,10893,14477,6436,4748,2508,6916,9853,23.2,30.14,5.41,29.84,15.11,8.2,22.65,2.85,26.8,76.84,1639.9,2210.88,12923.03
2.73,1.26,85.47,0.34,34.76,25.06,72.16,34.37,5.73,11777,12647,9876,12943,7110,6114,6506,14.93,31.59,5.93,24.06,10.22,0.86,22.69,7.46,27.5,75.96,1037.3,1726.58,5293.17
2.61,0.76,95.33,3.23,0.82,30.96,87.53,17.85,3.07,18818,19038,6689,17124,18432,2977,6414,6.54,9.59,3.98,33.49,8.72,2.07,23.26,1.53,25,66.22,3228.3,?,3553.58
2.94,34.81,51.25,0.51,23.22,30.82,71.12,26.71,13.06,9989,12114,8255,3847,10149,6415,6455,26.23,42.12,11.79,41.49,13.73,17.03,39.83,9.49,33.2,83.03,6681,1555.07,5214.75
2.49,8,91.54,0.22,0.5,22.05,59.41,43.74,15.88,9298,9659,5294,6347,11433,1333,2057,19.69,32.17,10.36,28.41,11.59,3.04,3.41,1.38,28.9,91.52,3206.2,506.39,3541.16
2.44,2.15,97.31,0.16,0.57,26.25,69.52,36.23,8.66,10160,10259,6521,4500,2192,0,7468,19.72,36.54,11.23,23.02,14.85,1.72,13.33,1.89,25.8,89.57,2994.8,121.81,6164.6
2.57,2.48,94.74,1.96,1.06,27.14,82.86,22.72,5.06,15941,16349,8565,6253,10470,2400,11819,6.51,11.91,4.28,29.92,9.83,2.87,11.64,1.94,28,82.22,4124.5,?,3173.04
2.86,33.32,64.22,1.97,2.28,27.77,69.44,28.47,14.23,8740,10816,4952,9956,4702,20369,10001,28.67,42.88,13.03,30.07,12.05,7.04,10.08,8.11,27.2,90.66,3024.3,345.46,?
2.39,0.67,98.59,0.41,0.38,24.54,70.03,31.52,8.23,11612,11573,6750,5879,48404,0,16566,12.51,23.23,8.37,23.48,12.04,1.08,0,0.88,24.7,88.5,2223.9,173.57,2735.22
2.6,3.8,95.48,0.33,0.48,29.51,70.41,30.68,12.14,9107,9206,6842,3781,7832,11512,11416,25.83,45.84,8.99,33.15,17.24,5.76,26.72,5.74,27.3,82.1,6654.1,1093.88,7205.82
2.17,0.48,98.32,0.58,2.03,19.79,55.7,49.05,5.54,11294,11302,9274,3739,15348,16409,8119,14.61,32.74,5.97,20.47,13.98,1.71,3.71,2.12,29.5,69.85,3224.1,522.13,6363.4
2.1,8.12,91.25,0.4,1.03,15.9,51.31,53.17,7.36,14501,15262,5866,0,16211,10095,13828,14.01,20.63,6.83,20.04,11.88,2.28,16.26,1.79,30.5,71.69,1089.5,559.59,4770.35
2.37,0.22,98.77,0.67,0.76,23.52,73.54,32.4,5.77,13870,13949,8896,42466,4187,19756,12930,7.49,21.01,4,21.04,9.84,1.07,24.04,1,20.8,83.56,1593,93.44,?
2.8,2.08,92.78,4.55,1.98,28.52,81.14,25.85,2.91,28840,29657,20516,7731,17833,6712,18081,4.33,8.34,3.94,38.4,6.41,0.7,21.86,0.84,25.2,75.1,4413,256.34,2556.39
2.53,0.06,99.21,0.47,0.59,25.03,73.95,34.35,6.6,11907,11961,0,9097,5646,0,1810,6.84,25.41,3.67,27.56,7.32,0.87,17.65,0.94,24.9,80.63,1481.2,?,2720.49
2.67,4.66,91.37,3.03,3.06,27.32,82.98,20.19,4.15,13742,14142,11352,1471,7480,10005,11555,8.44,14.19,5.82,23.5,10.31,0.72,10.38,1.73,27.1,67.45,957.3,190.95,1992.53
2.75,4.8,94.68,0.23,0.4,29.85,83.63,20.9,6.35,10467,10589,8419,4275,12041,5538,11530,12.68,35.12,5.21,22.33,12.97,2.37,0,2.67,25.6,72.92,2128.1,471.89,3728.57
2.5,1.96,97.49,0.27,0.63,25.19,71.79,33.55,7.84,11919,11906,14637,31028,4948,12959,8627,12.66,28.16,7.01,27.46,12.04,2.08,3.99,1.25,24.5,91.98,2404.8,427.27,4230.91
2.41,12.38,85.77,0.41,2.29,26.32,73.87,32.57,10.91,11772,12437,7079,6248,25254,4934,5276,13.67,26.15,5.19,27.57,15.04,4.5,20.29,2.14,25,81.44,2336.1,?,6876.35
2.65,0.99,98.06,0.62,0.48,26.76,83.53,20.73,3.8,17445,17455,16835,4789,21055,34000,17965,7.5,18.89,2.82,22.66,11.53,1.44,37.5,1.22,24.2,64.06,1972.2,682.12,2590.08
3.69,0.39,70,0.36,91.97,30.6,79.04,25.6,13.13,7795,8729,4322,21000,9479,5517,6363,31.2,51.22,13.67,32.64,9.28,5.23,24.71,23.43,32.3,82.34,902.8,822.2,8787.61
4.17,7.95,82.42,1.36,19.55,30.74,88.74,17.3,5.92,15142,16771,4590,6108,12843,9406,9872,5.34,24.25,5.1,42.59,9.94,3.46,16.87,6.06,28.2,59.47,1641.4,609.81,4458.44
2.54,1.3,97.48,0.54,1.18,31.87,69.4,36.6,13.12,10963,11062,6789,11869,5879,12989,10776,14.33,31.84,9.86,39.3,10.93,2.72,6.1,0.95,27.3,84.08,793.1,571.65,3706.08
2.45,15.59,83.14,0.99,0.67,28.11,82.64,24.31,3.89,16134,17705,7471,10246,24341,16367,21520,9.28,18.08,3.62,25.87,12.39,5.59,13.79,1.82,21.4,74.62,904.5,560.56,4218.33
2.34,0.52,98.45,0.9,0.64,21.98,76.57,31.26,2.35,18909,18496,0,6500,49859,343,16874,5.14,12.34,4.13,22.05,9.73,0.12,3.23,0.52,24,85.92,2579.2,106.96,2246.14
3.58,0.73,96.33,2.08,1.38,47.34,78.97,26.39,3.43,10915,11118,10325,2752,5872,4813,5283,10.89,15.48,3.05,53.98,5.59,3.07,32.27,1.85,28.6,50.19,2373.3,105.6,3217.59
2.77,1.64,90.68,2.03,14.58,28.27,87.01,15.98,4.6,13619,13809,12965,9120,12629,11504,11047,5.34,16.94,5.34,28.45,13.08,1.56,9.97,2.53,25.2,76.32,3762.5,330.1,5061.58
2.92,14.54,80.05,2.88,12.14,30.97,89.97,14.41,3.04,13440,14386,9759,7754,9799,8178,9960,6.68,17.28,5.04,30.97,12.51,3.79,28.71,7.52,27.2,69.85,6633.1,441.95,4915.38
2.66,0.22,98.39,0.85,1.02,29.13,84.95,21.17,2.97,14562,14595,0,8151,10428,11486,8851,6.33,11.49,3.17,29.78,7.35,0.87,0,1.05,24.3,65.02,2487.5,?,2712.57
3.67,0.2,97.86,0.97,1.82,28.87,85.54,18.33,1.21,11895,11895,27533,7955,12428,10301,8322,2.9,6.32,4.34,25.71,5.17,0.24,22.53,3.55,21.5,82.89,1822,44.86,2011.21
2.66,22.83,75.96,0.92,0.37,27.96,75.87,25.94,8.64,12642,14642,6154,14503,7896,22000,20326,17.16,26.91,6.07,27.98,10.75,5.6,31.44,2.75,25.8,81.3,1589.7,853.28,?
2.72,1.81,93.64,1.64,5.84,28.28,87.84,14.55,1.66,15912,16174,10480,9722,15330,11699,12477,5.05,13.58,4.38,23.18,11.78,1.13,22.72,2.85,24,78.02,2430.4,265.42,4055.56
3.02,0.64,98.23,0.63,1.49,27.24,90.3,18.39,3.58,14331,14402,12033,28576,5748,6736,12427,4.1,20.93,4.15,26.04,8.06,0.75,4.01,1.29,23.3,75.48,889.4,248.69,1390
2.57,0.16,98.92,0.37,0.79,24.82,76.08,32.44,5.96,12722,12808,12167,16003,5180,4567,7669,6.07,20.21,5.64,27.69,8.45,1.7,5.66,1.31,24.6,84.54,3344,85.17,2570.42
2.8,1.04,98.41,0.38,0.45,23.21,75.95,30.6,4.19,13836,13746,19793,22310,20233,0,0,5.4,22.93,5.33,22.94,7.42,0.52,14.21,1.42,23.4,88.95,552.6,168.99,2729.19
2.62,1.37,96.59,0.71,1.72,22.47,76.59,30.47,3.88,15379,15441,15091,6200,19307,7877,8131,7.23,19.16,5.11,22.68,9.03,1.11,5.8,1.38,26.4,88.87,903.4,?,3168.95
2.6,2.34,96.59,0.33,1.83,26.83,77.4,27.48,7.54,12247,12421,7728,7626,4759,6903,5229,10.3,26.39,7.78,24.13,12.41,2.3,8.76,1.52,24.1,83.28,1787,13.1,2363.96
3.58,3.25,55.83,12.41,47.86,30.88,83.71,21.45,10.72,11713,13343,11883,14556,11753,8299,8833,9.29,35.34,6.64,35.59,10.85,3.99,23.74,22.64,28.4,86.64,9323.5,1174.32,4015.8
2.44,1.01,97.99,0.69,0.55,26.67,73.4,28.08,9.69,11013,11099,4407,6608,6722,8067,6047,13.19,38.11,6.82,29.73,15.71,2.97,30.04,2.69,24.7,89.23,7380.6,489.45,5753.31
2.61,2.79,89.57,5.02,7.27,24.71,83.16,20.18,4.68,21518,22257,13505,20177,17100,10385,12500,4.18,8.28,2.92,27.26,11.92,1.51,24.43,3.35,29.6,70.29,1665.7,383.35,3574.56
2.6,0.78,96.04,2.65,1.13,26.45,88.68,16.22,2.4,20752,20711,39671,13528,20252,4605,13418,3.26,10.47,3.9,26.59,10.26,1.09,24.54,1.25,21.7,65.21,1046,?,4658.46
2.76,0.73,96.89,0.86,3.21,27.38,86.21,22.16,3.85,15467,15575,16121,7355,15610,7971,8591,2.19,18.88,3.79,27.8,8.1,1.07,6.18,1.74,22.8,87.82,658.1,128.51,4467.18
2.71,0.24,88.57,1.11,17.04,26.84,73.45,28.75,13.22,11994,12334,17759,17930,8531,8032,8180,12.63,30.95,10.34,24.17,14.31,2.51,20.59,7.42,28.7,76.72,2853.3,346.97,5255.17
2.74,1.04,97.01,0.99,1.58,29.5,90.82,12.72,3.26,16207,16475,7918,2711,10524,6484,6309,5.8,10.47,2.93,26.83,10.56,1.81,28.99,1.49,23.8,58.37,1791.2,?,3034.53
2.88,4.41,84.78,8.47,5.33,33.81,85.65,15.82,4.51,11252,12038,7516,8158,6124,8399,6684,8.4,12.44,5.35,20.33,8.52,0.88,29.21,5.91,26.3,44.39,2194.2,99.93,3355.42
2.18,12.86,83.17,1.7,11.94,27.81,80.8,22.98,4.59,15273,16645,8824,8089,9078,6748,9319,10.36,21.69,4.61,38.23,18.04,6.27,34.58,6.27,27.7,71.74,3993.6,1607.89,13200.92
2.8,34.3,62.84,2.36,1.46,25.11,80.61,25.56,7.34,14544,13674,16459,5952,12172,4817,9527,10.85,19.15,6.17,32.2,11.45,3.18,10.39,5.19,24.6,74.44,5867.1,?,6318.29
2.32,7.98,89.38,2.06,0.97,20.93,73.03,31.66,6.23,17661,17750,11277,109850,23775,11783,12674,9.47,14.4,4.91,22.24,12.07,1.41,34.1,1.35,23.5,74.87,308.1,342.06,5755.67
2.19,4.93,93.96,0.5,1.31,23.97,69.96,36.85,3.63,20399,21100,10328,1908,9387,6365,10136,6.59,13.72,4.64,31.71,11.68,2.39,36.76,1.51,26.7,64.1,2164.1,291.41,10404.66
2.65,6.19,90.92,2.41,1.48,24.91,78.68,24.26,4.57,13906,14474,11069,3703,4426,4264,12360,10.12,16.66,6.83,23.39,11.66,0.72,2.92,2.15,22.7,73.27,1516.1,319.6,4287.52
3.05,1.31,94.6,0.99,8.41,29.13,87.82,18.38,3.88,11608,11754,10183,0,11566,7807,7269,7.7,28.86,5.19,25.37,11.24,1.22,27.73,4.96,24,78.87,1366.9,618.06,5799.2
2.62,0.04,99.5,0.24,0.64,24.14,76.29,30.75,2.7,14331,14371,35141,8945,4547,20567,7306,3.58,15.88,2.46,24.63,8.84,0.55,3.76,0.93,24.6,79.32,1832.3,168.48,2822
3.1,8.27,87.94,0.67,5.55,29.81,70.44,33.94,10.4,11213,10576,19024,6609,33444,3919,4085,13.97,32.03,9.22,43.01,10.92,2.98,8.88,1.21,24.3,79.36,2575.8,7.6,?
2.45,0.47,99.01,0.34,0.5,23.62,68.1,37.7,11.84,10658,10609,6132,2919,62598,0,4052,18.26,23.1,7.84,27.3,11.83,1.9,6.78,0.53,26.5,88.42,2553.6,109.9,3998.65
2.56,23.93,63.14,0.31,1.32,26.77,63.97,37.74,12.36,8202,9563,5839,5996,4029,4927,4599,33.39,31.18,10.72,30.84,13.67,4.87,41.09,3.3,31.3,80.52,1017,995.75,6252.75
2.46,2.69,95.74,0.61,0.85,24.38,70.04,33.76,8.89,11397,11397,5279,9039,36038,748,4505,16.78,21.68,8.14,29.93,11.91,3.24,8.21,0.76,25.8,87.13,2759.2,488.03,4004.23
2.26,1.24,92.04,4.79,2.64,25.73,75.83,26,6.88,15502,15853,13007,9163,11406,12790,10859,13.01,11.08,6.69,29.73,15.74,2.66,16.67,2.49,27.5,67.87,2024.4,321.96,6939.42
2.66,0.22,99.04,0.45,0.38,26.69,85.66,19.55,3.56,13605,13577,2656,11095,17836,14308,20886,5.21,13.91,2.91,25.59,9.13,0.56,17.09,0.75,21,76.62,1693.4,54.75,5552.95
2.55,0.65,97.82,0.48,0.59,26.4,70.25,32.94,7.29,11637,11615,12246,6156,33847,3529,12807,9.97,23.74,4.31,29.09,11.45,2.54,6,1.32,27,83.59,475.5,116.21,?
3.19,2.13,96.03,1.18,2.13,53.37,74.82,30.43,5.83,9773,9816,9671,10213,8953,3242,7536,23.4,20.13,5.3,59.86,6.63,2.47,17.51,1.26,32.9,52.63,3079,130.44,2654.8
2.68,39.13,59.4,1.31,0.33,28.78,76.82,26.49,8.38,12043,15455,7174,319,7203,1273,7236,20.77,30.1,6.91,29.31,12.78,7.26,45.89,5.01,24.9,84.11,474.8,2728.14,?
2.62,33.28,64.82,1.01,2.36,25.07,69.85,33.27,10.09,11124,13682,6364,14690,5771,10908,8800,22.73,28.99,8.22,24.32,13.59,5.6,21.6,4.68,25.4,86,873,1252.77,10954.38
3.13,59.87,39.16,0.82,0.49,41.12,71.9,31.85,13.9,9890,17465,4888,6412,13382,20400,20168,25,28.93,9.46,49.56,9.05,8.21,37.56,4.59,24.1,68.87,1792.7,1790.5,10344.33
2.67,1.11,96.77,0.52,3.41,25.82,74.67,28.51,6.42,14458,14448,10061,19869,35889,13138,11051,7.67,24.14,6.57,26.98,9.32,1.36,2.52,1.37,23.3,87.31,606.1,403.14,5431.47
3.84,0.13,96.39,1.54,3.02,32.66,85.13,19.29,5.2,9726,9869,2150,4191,7175,5238,5983,8.96,10.02,4.35,27.01,5.85,0.35,28.65,6.51,23,79.56,3633.1,76.24,4083.91
2.64,0.83,91.77,6.81,2.42,15.77,76.22,26.82,2.55,40558,41978,36245,32182,23743,22698,33316,2.36,2.95,2.98,20.53,7.49,0.31,7.41,0.33,30.1,76.69,1275.8,51.42,2205.46
2.34,3.52,95.13,1.03,1.7,18.8,64.97,41.16,4.52,18875,19228,8871,22920,23131,9044,19684,6.72,15.77,4.21,22.21,10.31,1.18,7.12,1.07,28.3,70.75,1137.7,142.7,4091.83
2.62,0.79,96.25,2.18,0.83,34.4,76.65,29.36,6.39,11843,11975,6964,8532,8554,6770,6737,12.63,21.39,4.82,38.71,9.2,1.67,22.33,1.46,25.7,76.13,2959.7,155.25,5691.4
2.45,0.37,97.96,1.37,0.66,25.9,72.8,36.07,9.9,11162,11228,10430,9535,5068,6012,3857,16.42,24.6,6.76,26.09,10.31,2.88,23.08,0.92,24.8,79.17,1857.4,161.9,?
2.59,0.73,97.96,0.54,1.81,32.15,71.49,33.75,7.53,11758,11847,8173,28659,2412,4269,9434,19.05,26.92,8.23,39.16,8.7,2.46,37.55,1.28,28.8,80.16,2418,5.35,?
2.51,6.38,91.63,1.36,0.9,24.68,75.25,32.66,5.79,13127,13473,9546,6309,7821,15125,7761,8.27,29.94,6.31,26.93,12.85,2.58,21.21,2.02,27.2,82.88,3961.9,422.22,5591.64
2.93,12.24,84.18,1.59,6.91,28.89,91.69,13.28,1.75,14266,15244,8520,193,11220,11184,9319,7.83,9.5,3.57,22.47,9.1,3.11,23.39,2.85,28.2,38.17,801,827.68,6243.31
2.86,1.33,91.88,0.53,1.17,26.61,81.59,18.61,4.71,12491,12732,11133,9787,3281,9362,12280,8.57,15.96,3.92,19.04,9.53,1.17,18.18,1.95,27.7,76.18,1793.9,145.47,2802.24
2.63,0.23,98.24,0.58,1.59,26.96,79.51,26.47,4.73,13485,13695,7807,10370,5922,5761,7704,6.06,18.08,3.28,26.95,6.76,1.42,13.33,1.18,21.8,79.26,1954.9,?,2982.14
2.47,6.43,93,0.32,0.39,26.56,72.92,30.5,7.99,11492,11846,6525,6313,7534,0,5499,18.9,28.16,7.85,26.38,13.67,2.67,25.48,2.37,25.4,86,3454.8,275.38,5234.07
2.52,0.14,97.84,0.5,2.4,27.86,71.65,30.64,11.92,11545,11506,14272,11706,16588,12092,9961,15.71,24.5,12.21,27.29,13.34,3.54,6.13,1.47,25.6,86.26,3241.1,?,3482.74
2.59,24.49,73.68,0.87,1.49,28.26,75.91,29.08,9.21,10517,12078,6060,11581,8477,2526,8998,16.73,28.02,7.05,27.33,11.67,2.49,2.54,3.01,22.9,74.46,753.2,1502.52,4492.52
2.82,5.21,76.28,13.63,13.54,25.31,87.27,17.45,5.27,18553,19583,14550,17285,15490,14532,14932,4.52,13.45,3.35,31.32,11.75,2.36,12.63,6.23,28.2,76.23,2877.3,619.57,2284.35
2.2,1.38,91.58,4.83,6,20.97,73.64,28.43,4.19,19533,19921,17079,22376,16544,8872,18348,6.31,10.76,3.63,29.35,16.22,1.42,15.17,2.59,30.7,72.94,5596.2,554.08,3860.52
2.28,20.89,78.4,0.33,0.57,22.25,61.9,41.14,12.47,11918,13514,6143,5195,6393,9371,4630,23.81,30.99,7.51,24.56,14.81,4.8,16.06,1.81,25.9,81.7,1498.2,1660.33,7681.81
2.58,46.61,52.6,0.27,1.69,26.23,61.23,37.9,23.03,7989,11376,4244,1135,0,600,7427,36.51,40.75,11.85,30.93,15.99,9.9,16.16,6.41,27.3,83.21,1564.6,2650.26,16233.94
2.73,23.57,69.35,0.39,9.17,26.23,71.4,31.71,9.46,10087,12008,5764,2168,13848,5072,4963,21.86,28.73,6.87,24.14,12.22,3.24,24.45,5.57,27.3,78.41,1005.5,1163.91,6141.39
2.68,7.49,89.25,1.76,5.29,26.35,80.75,23.58,3.82,12645,13052,9057,11112,10037,8550,9650,8.73,17.89,5.84,23.87,11.27,1.43,17.5,2.79,24.8,60.18,950.2,602.99,4846.24
2.4,0.81,97.24,1.48,3.48,21.81,78.28,27.02,1.47,26185,25816,15298,29078,61962,3043,18358,4.51,9.11,2.57,25.8,11.7,0.67,15.82,1.32,26.7,69.14,843.4,343.74,6674.85
3.14,6.39,75.68,4.4,22.01,28.1,86.49,12.53,8.44,14606,15525,14912,10592,13806,9346,9841,8.87,20.16,6.92,24.87,11.31,3.58,27.97,9.03,28.4,76.97,856.1,1189.11,3553.87
2.19,0.96,91.35,1.81,13.75,20.61,68.08,37.54,2.91,25926,27404,12762,14527,14615,8584,9041,7.11,13.82,4.13,27.63,13.7,1.71,29.74,4.4,32.8,61.72,1177.7,741.91,10532.82
2.16,4.51,83.15,3.34,18.68,19.86,64.72,38.5,6.46,19725,21757,9890,11614,14120,7385,8330,12.6,22.92,5.41,31.02,16.1,3.37,30.39,7.37,32.3,65.1,506.7,1265.25,9165.54
2.73,1.15,84.64,13.62,2.95,18.79,79.36,23.8,1.87,50273,51082,55253,67110,46137,23284,20133,2.25,3.98,3.56,22.15,5.34,0,21.54,0.93,19.5,88.72,2713.3,99.9,1705.44
2.51,4.44,88.35,0.53,8.94,23.16,68.48,34.33,5.34,12981,13953,4456,5196,11871,6440,5698,14.29,29.41,5.71,18.56,10.23,0.48,20.06,3.32,25.5,82.64,2207.9,476.86,3915.27
2.45,21.82,75.5,1.7,1.34,25.55,71.57,32.24,9.39,12169,14016,6172,4438,9772,3921,5597,19.64,29.65,7.83,27.19,15.18,3.98,13.14,3.54,26.3,76.1,2144.9,956.68,8241.94
2.49,0.09,99.39,0.18,0.51,25.52,69.56,34.55,8.77,10444,10448,10101,10092,0,7652,9321,18.82,39.87,7.01,19.43,12.75,0.67,0,1.88,26,83.68,616.9,92.91,3121.66
3.67,10.69,48.15,5.75,60.83,34.48,82.87,17.36,13.46,9429,10697,10428,11244,10813,7071,7225,17.6,49.9,9.88,38.77,11.91,9.17,27.44,34.24,30.5,86.79,9784.3,1964.89,5359.15
