Sat1,Sat2,Sat3,Sat4,CustSatMean,Custloyalty,INvestMore,SexOfSalesperson
4,4,4,4,4.00,4,4,2
3,3,4,4,3.50,4,4,2
4,4,3,,3.67,,,2
4,4,3,4,3.75,4,3,2
3,3,3,3,3.00,3,3,2
3,3,3,3,3.00,3,4,2
4,4,3,4,3.75,4,3,2
4,4,5,,4.33,,,2
3,3,4,3,3.25,4,3,2
3,3,3,,3.00,,,2
3,4,3,3,3.25,5,3,2
3,4,4,4,3.75,4,3,2
4,5,5,4,4.50,4,3,2
4,4,4,3,3.75,3,,2
3,3,3,,3.00,4,3,2
3,3,3,4,3.25,4,,2
4,4,4,4,4.00,4,3,2
2,2,2,3,2.25,2,1,2
2,3,2,3,2.50,3,3,2
3,3,3,3,3.00,4,4,2
4,3,4,5,4.00,4,3,2
3,4,3,5,3.75,5,,2
4,4,4,4,4.00,2,3,1
4,4,4,4,4.00,5,3,1
3,3,3,3,3.00,4,3,1
,,1,,1.00,2,3,1
2,4,2,4,3.00,5,3,1
1,1,1,2,1.25,,,1
,,,,,2,2,1
3,3,3,4,3.25,5,3,1
4,4,4,4,4.00,4,,1
3,4,2,3,3.00,2,2,2
4,5,4,4,4.25,4,3,2
,,1,3,2.00,3,1,2
1,1,1,1,1.00,1,1,2
1,1,1,1,1.00,1,1,2
4,4,4,3,3.75,5,4,2
5,5,5,5,5.00,5,4,2
4,4,4,4,4.00,5,3,2
4,3,3,4,3.50,5,5,2
5,5,,5,5.00,4,,2
3,3,3,1,2.50,2,1,2
4,5,3,5,4.25,4,3,2
,,,,,4,3,2
3,3,3,3,3.00,3,3,2
4,4,,,4.00,,,2
5,5,5,4,4.75,5,3,2
4,5,5,4,4.50,,2,2
4,4,4,4,4.00,,3,2
3,3,3,,3.00,,,2
3,3,3,3,3.00,4,1,2
2,4,2,3,2.75,3,4,2
4,4,4,,4.00,,,2
,4,4,4,4.00,4,3,2
4,4,4,4,4.00,4,3,2
3,3,3,3,3.00,4,1,2
5,4,4,5,4.50,5,,2
3,4,2,4,3.25,3,2,2
2,2,2,2,2.00,3,1,2
4,4,4,4,4.00,5,4,2
4,4,4,4,4.00,4,3,2
4,4,5,4,4.25,4,4,2
2,3,2,3,2.50,4,3,2
3,3,3,3,3.00,5,3,2
3,3,3,3,3.00,5,3,2
3,3,3,3,3.00,,,2
2,3,2,2,2.25,2,3,2
4,4,4,3,3.75,4,3,2
3,2,2,2,2.25,4,4,2
3,3,2,2,2.50,4,3,2
4,4,4,5,4.25,2,,2
4,4,4,3,3.75,4,2,2
3,3,3,3,3.00,4,3,2
3,4,4,4,3.75,4,4,1
4,4,4,4,4.00,5,3,2
4,5,5,,4.67,5,,2
3,3,2,3,2.75,3,3,2
3,3,3,2,2.75,5,3,2
1,3,2,2,2.00,2,3,2
4,4,4,4,4.00,5,2,2
4,4,5,4,4.25,4,5,2
2,4,4,3,3.25,2,3,2
3,4,2,3,3.00,3,2,2
2,3,3,3,2.75,2,2,2
4,,2,,3.00,,,2
4,4,5,4,4.25,5,3,2
3,3,2,4,3.00,2,3,2
,,,,,5,3,2
3,3,3,3,3.00,5,3,2
3,3,3,3,3.00,3,3,2
4,4,3,3,3.50,3,3,1
5,5,5,5,5.00,5,3,1
5,5,5,5,5.00,,3,1
5,5,4,,4.67,,,1
4,4,4,,4.00,,,1
4,4,4,4,4.00,4,3,1
4,4,4,,4.00,,,2
4,4,3,4,3.75,4,3,2
,,,,,,,2
3,4,4,3,3.50,2,1,2
3,4,4,3,3.50,4,3,2
3,5,,4,4.00,,,2
3,3,3,3,3.00,5,4,2
4,4,3,4,3.75,5,4,2
3,3,3,2,2.75,4,3,2
3,4,4,4,3.75,5,4,2
3,3,3,,3.00,4,3,2
3,3,4,4,3.50,,2,2
3,4,5,2,3.50,4,3,2
4,4,3,4,3.75,3,3,2
5,5,5,5,5.00,4,3,2
4,5,4,5,4.50,4,4,2
5,4,4,4,4.25,4,4,2
,2,,,2.00,2,3,2
3,3,4,4,3.50,5,5,2
4,4,3,3,3.50,4,3,2
4,5,5,5,4.75,5,3,2
3,3,4,4,3.50,4,3,2
3,3,3,3,3.00,4,3,2
1,4,3,1,2.25,3,3,2
,4,,4,4.00,3,3,2
3,4,4,4,3.75,4,3,2
4,4,4,3,3.75,5,3,2
4,4,4,4,4.00,4,3,2
2,2,3,3,2.50,4,4,1
3,3,3,4,3.25,4,3,1
5,4,3,3,3.75,4,5,1
4,4,4,3,3.75,5,3,1
4,4,3,2,3.25,2,3,1
1,1,1,2,1.25,3,3,2
,3,,3,3.00,4,2,2
1,1,2,1,1.25,3,3,2
4,3,3,3,3.25,4,4,2
4,4,5,4,4.25,5,3,2
3,4,5,3,3.75,5,4,2
3,5,1,5,3.50,2,1,1
3,3,3,3,3.00,4,3,1
1,1,2,3,1.75,1,1,1
5,5,5,5,5.00,5,3,1
4,4,4,4,4.00,5,3,1
4,5,4,4,4.25,4,4,1
5,5,5,5,5.00,5,3,1
4,4,4,,4.00,5,,2
5,5,4,,4.67,5,,2
3,4,3,3,3.25,4,3,2
3,3,3,3,3.00,4,3,2
4,4,4,4,4.00,4,3,2
2,3,3,2,2.50,3,2,2
3,5,4,3,3.75,4,3,2
2,3,3,2,2.50,2,3,2
3,2,3,2,2.50,4,3,2
2,4,4,3,3.25,4,3,2
,4,2,3,3.00,4,3,1
,,,,,,,1
,,,,,3,2,1
,,,3,3.00,,3,1
,,,,,,3,1
,,,,,4,,1
2,5,2,5,3.50,2,4,2
4,4,4,,4.00,,,2
3,3,2,3,2.75,2,3,2
4,4,4,5,4.25,5,3,2
4,4,4,4,4.00,4,4,2
4,4,4,4,4.00,3,4,2
5,5,,,5.00,5,4,2
2,3,3,1,2.25,1,1,2
3,3,3,3,3.00,4,3,2
3,4,3,4,3.50,4,4,2
5,5,5,5,5.00,4,,2
2,3,3,,2.67,,,2
5,5,5,,5.00,,,2
5,4,4,5,4.50,5,5,2
4,4,4,3,3.75,4,4,2
4,4,4,3,3.75,3,3,2
4,4,4,4,4.00,5,3,2
3,3,2,2,2.50,5,3,2
3,4,3,3,3.25,1,1,2
3,4,3,3,3.25,4,4,2
3,3,3,3,3.00,2,4,2
2,3,2,2,2.25,3,3,2
3,3,3,3,3.00,3,3,2
4,4,2,4,3.50,5,3,2
3,4,4,5,4.00,4,3,2
4,4,4,4,4.00,5,4,2
2,3,2,2,2.25,4,3,2
3,4,4,4,3.75,5,3,2
3,5,4,4,4.00,5,3,1
3,3,3,2,2.75,3,2,1
1,,1,2,1.33,3,4,2
4,4,4,3,3.75,5,4,2
3,3,3,3,3.00,5,,2
2,2,3,1,2.00,4,2,2
4,4,4,4,4.00,,,2
1,1,1,1,1.00,1,1,2
3,3,4,4,3.50,4,3,2
2,2,3,2,2.25,5,2,2
3,3,2,2,2.50,5,2,2
2,3,2,4,2.75,4,3,2
4,5,4,,4.33,,,2
4,4,4,,4.00,,,2
3,3,3,,3.00,,,2
3,3,3,3,3.00,3,3,2
2,4,4,2,3.00,3,4,2
3,4,2,4,3.25,2,1,2
5,5,5,4,4.75,4,3,2
3,4,2,,3.00,,,2
5,5,5,5,5.00,5,4,2
4,4,5,4,4.25,3,4,2
4,4,4,4,4.00,5,3,2
4,5,4,4,4.25,3,2,2
5,5,4,5,4.75,,,2
5,4,4,4,4.25,4,4,2
3,3,3,3,3.00,3,3,2
3,4,4,4,3.75,,3,2
4,4,2,3,3.25,1,1,2
3,4,3,3,3.25,3,3,2
4,4,4,,4.00,,,2
3,4,2,4,3.25,3,3,2
4,5,5,4,4.50,3,3,2
2,3,2,4,2.75,1,1,2
4,5,,,4.50,4,3,2
3,3,3,3,3.00,3,2,2
4,4,4,4,4.00,3,3,2
4,4,4,4,4.00,4,3,2
4,4,4,4,4.00,4,3,2
2,3,2,,2.33,,,2
5,5,5,4,4.75,5,3,2
,,,,,,,2
3,4,3,3,3.25,3,4,2
5,5,5,,5.00,,,2
3,4,3,3,3.25,4,4,2
3,3,4,,3.33,,,2
4,4,4,4,4.00,4,3,2
5,4,4,5,4.50,4,3,2
4,4,5,,4.33,,,1
3,3,3,,3.00,,,1
4,4,3,3,3.50,4,3,1
4,5,5,4,4.50,4,3,1
3,4,4,3,3.50,5,4,2
3,3,3,3,3.00,4,4,2
2,3,2,2,2.25,5,3,2
3,3,2,3,2.75,5,3,2
4,4,3,4,3.75,4,3,2
2,3,2,,2.33,,,2
5,5,5,,5.00,,,2
4,4,4,4,4.00,4,3,2
3,4,3,,3.33,,,2
4,4,4,4,4.00,3,3,2
3,4,3,3,3.25,4,3,2
4,4,3,3,3.50,5,,2
3,3,3,2,2.75,3,3,2
4,3,2,4,3.25,3,3,2
3,4,4,4,3.75,3,3,2
4,4,4,4,4.00,4,3,2
2,4,2,,2.67,,,2
,1,1,,1.00,,,2
4,4,4,4,4.00,4,3,2
3,4,3,,3.33,,,2
4,3,4,4,3.75,4,3,2
4,4,4,,4.00,,,2
3,3,2,4,3.00,2,2,2
3,3,3,3,3.00,3,3,2
2,4,2,,2.67,,,2
2,2,2,2,2.00,4,3,2
3,4,3,3,3.25,2,3,2
4,4,3,4,3.75,4,3,2
3,4,3,4,3.50,5,3,2
5,5,4,4,4.50,3,4,2
3,4,3,3,3.25,3,3,2
5,5,5,5,5.00,5,3,2
1,4,1,3,2.25,3,3,2
5,5,4,,4.67,,,2
4,4,5,4,4.25,4,4,2
3,4,3,4,3.50,3,2,2
2,1,1,3,1.75,1,3,2
3,4,5,4,4.00,5,3,2
2,1,1,2,1.50,2,1,2
1,3,1,2,1.75,1,1,2
4,4,4,4,4.00,5,3,2
,,3,,3.00,,3,2
3,3,4,,3.33,4,,2
4,4,4,4,4.00,4,3,1
4,4,3,4,3.75,4,4,1
3,3,3,3,3.00,4,3,1
3,3,2,3,2.75,4,3,1
4,4,3,4,3.75,5,3,1
3,3,3,4,3.25,4,3,1
,,,,,,,1
3,3,2,3,2.75,4,3,1
4,4,3,4,3.75,5,3,1
3,3,3,3,3.00,4,3,1
3,3,3,,3.00,5,3,1
5,5,4,4,4.50,5,3,1
3,3,3,4,3.25,4,4,1
4,4,4,4,4.00,5,3,2
3,4,4,3,3.50,4,3,2
3,4,3,3,3.25,5,3,2
2,3,3,3,2.75,4,4,2
4,3,4,3,3.50,5,4,2
4,4,4,3,3.75,5,5,2
4,3,4,3,3.50,4,3,2
3,3,2,2,2.50,4,5,2
2,2,2,2,2.00,4,3,2
3,3,3,2,2.75,3,2,2
3,3,3,3,3.00,5,4,2
5,5,5,5,5.00,5,4,2
4,4,4,,4.00,,,2
2,3,3,,2.67,,,2
5,5,5,5,5.00,5,3,2
3,4,4,3,3.50,5,,2
4,4,4,4,4.00,4,3,2
4,4,4,4,4.00,3,4,2
5,5,5,5,5.00,3,3,2
,2,2,3,2.33,2,3,1
,4,4,4,4.00,5,3,1
5,5,5,4,4.75,5,3,2
3,2,3,3,2.75,5,3,2
3,4,4,5,4.00,4,3,2
5,5,,5,5.00,5,5,2
4,5,5,5,4.75,5,4,2
4,4,4,3,3.75,4,3,2
5,5,5,5,5.00,4,,1
3,3,1,3,2.50,2,1,1
4,5,3,4,4.00,5,3,2
3,4,2,3,3.00,4,2,2
,,,,,,3,2
4,4,,4,4.00,3,3,2
4,4,4,4,4.00,5,4,2
2,2,3,2,2.25,2,1,2
5,5,5,5,5.00,4,3,2
4,5,5,5,4.75,5,5,1
3,3,2,3,2.75,4,4,2
5,5,5,5,5.00,5,4,2
4,4,4,4,4.00,5,4,2
,3,1,2,2.00,2,2,2
4,4,4,4,4.00,4,3,2
4,5,4,4,4.25,4,3,1
5,5,5,5,5.00,5,4,1
3,4,3,2,3.00,5,3,2
3,5,4,3,3.75,5,4,2
3,5,5,4,4.25,3,3,2
2,2,2,3,2.25,3,4,2
3,2,2,3,2.50,2,1,1
3,3,3,3,3.00,5,1,2
4,3,3,4,3.50,5,,2
4,4,3,4,3.75,5,,2
4,4,4,4,4.00,5,3,2
3,,3,,3.00,4,3,2
4,4,4,4,4.00,5,3,2
3,4,4,3,3.50,5,3,2
3,2,2,3,2.50,5,3,2
4,4,4,4,4.00,,3,2
5,5,3,5,4.50,5,3,2
4,4,3,4,3.75,5,4,1
5,3,3,5,4.00,5,4,1
2,3,1,2,2.00,4,,2
2,1,2,2,1.75,2,1,2
3,3,3,4,3.25,5,3,2
3,3,3,3,3.00,4,3,2
3,3,3,3,3.00,5,3,2
3,3,3,4,3.25,5,3,2
4,4,4,4,4.00,4,3,2
3,3,2,4,3.00,4,3,2
5,5,4,5,4.75,4,3,1
4,4,4,4,4.00,,,1
4,4,4,4,4.00,3,4,1
4,4,4,4,4.00,5,4,2
5,5,5,5,5.00,5,5,2
5,4,5,4,4.50,4,3,2
4,3,5,5,4.25,5,3,2
3,2,3,,2.67,2,,2
4,4,4,,4.00,4,,2
3,3,3,4,3.25,4,3,2
5,5,5,5,5.00,4,3,2
5,5,5,5,5.00,5,3,2
4,4,4,4,4.00,3,5,2
4,4,5,,4.33,,,2
5,4,5,5,4.75,4,3,2
4,5,4,5,4.50,5,4,2
,4,3,4,3.67,4,3,2
4,4,4,4,4.00,5,3,1
2,3,3,3,2.75,2,1,1
5,5,5,5,5.00,4,,2
4,5,4,5,4.50,4,5,2
2,3,3,3,2.75,3,3,2
2,5,2,2,2.75,5,3,2
5,5,3,,4.33,5,,2
3,4,4,,3.67,2,,2
2,3,2,2,2.25,4,2,2
4,4,4,4,4.00,3,2,2
4,4,4,4,4.00,5,4,2
4,5,4,3,4.00,5,4,2
4,4,3,,3.67,4,,2
3,3,3,3,3.00,2,3,2
3,3,4,3,3.25,4,4,1
3,3,4,,3.33,5,,2
3,5,5,4,4.25,4,3,2
3,3,3,3,3.00,5,4,2
4,4,4,4,4.00,3,3,2
3,4,4,3,3.50,4,4,2
4,,4,4,4.00,4,4,2
2,3,2,3,2.50,2,3,1
3,4,2,3,3.00,2,3,1
2,2,2,3,2.25,3,1,1
4,4,3,4,3.75,5,3,1
3,3,3,3,3.00,5,3,1
1,,1,,1.00,1,1,2
2,2,2,3,2.25,3,1,2
4,5,5,4,4.50,4,3,2
4,4,4,4,4.00,4,3,1
5,5,5,5,5.00,5,3,1
4,4,4,4,4.00,4,4,1
3,3,3,4,3.25,2,3,1
4,4,3,4,3.75,4,3,1
4,4,4,4,4.00,4,2,2
4,4,4,4,4.00,4,3,2
4,4,4,4,4.00,5,3,2
4,4,4,4,4.00,4,3,1
3,,,,3.00,,,1
1,4,1,1,1.75,2,,1
5,5,5,5,5.00,4,,1
5,5,5,5,5.00,5,3,1
3,5,3,4,3.75,4,3,1
4,4,4,4,4.00,4,4,1
4,4,4,3,3.75,3,3,2
3,4,4,,3.67,4,,2
4,4,4,,4.00,5,,2
4,,3,,3.50,2,,2
,3,3,2,2.67,5,3,2
4,3,3,,3.33,3,,2
3,3,3,,3.00,4,,2
,,,,,4,4,2
,,,,,5,,2
,3,,,3.00,4,,2
3,3,4,,3.33,,,2
3,4,,4,3.67,4,3,2
4,4,4,5,4.25,5,4,
4,5,5,5,4.75,5,4,
4,5,5,,4.67,,,
,4,4,,4.00,,,
4,4,4,2,3.50,3,1,
,,,,,5,3,
4,4,3,3,3.50,4,3,
5,5,,5,5.00,5,,2
4,4,5,4,4.25,4,5,2
5,5,5,5,5.00,5,3,2
5,5,5,5,5.00,5,4,1
,4,4,4,4.00,5,3,2
5,5,5,5,5.00,5,4,2
4,5,4,4,4.25,5,4,2
3,3,2,4,3.00,4,3,2
4,5,5,5,4.75,5,3,2
3,3,4,2,3.00,4,5,1
4,4,5,4,4.25,3,3,2
2,3,3,2,2.50,3,3,2
2,3,3,2,2.50,3,3,2
3,4,4,3,3.50,4,4,2
3,4,3,3,3.25,4,3,2
3,3,4,4,3.50,4,3,2
4,4,4,,4.00,,,2
5,5,5,5,5.00,5,3,2
5,5,5,5,5.00,5,4,2
4,4,3,4,3.75,4,4,2
3,2,4,3,3.00,3,3,1
4,4,4,4,4.00,4,3,1
3,3,3,1,2.50,3,3,1
5,5,5,5,5.00,5,3,1
4,3,3,3,3.25,4,4,2
,4,,5,4.50,5,4,2
5,5,5,5,5.00,4,4,2
3,3,3,3,3.00,4,4,2
1,,1,1,1.00,4,1,2
4,4,4,4,4.00,4,3,2
4,5,4,5,4.50,4,3,2
3,4,,4,3.67,4,,2
5,5,5,,5.00,,,2
5,5,4,5,4.75,4,4,2
4,5,4,,4.33,,,2
5,4,3,5,4.25,4,3,2
5,4,3,5,4.25,4,3,2
4,5,3,,4.00,,,2
5,4,5,5,4.75,5,,2
4,4,3,4,3.75,5,,2
4,4,5,4,4.25,5,3,2
5,5,5,5,5.00,4,3,2
4,4,4,4,4.00,,,2
3,4,2,2,2.75,2,3,2
4,4,4,4,4.00,5,3,2
4,4,4,4,4.00,4,,
4,3,4,3,3.50,4,3,
4,4,4,4,4.00,2,,
4,5,4,5,4.50,4,,
2,4,2,,2.67,,,
2,,1,2,1.67,1,1,
2,1,1,,1.33,,,
2,3,4,3,3.00,4,3,
3,3,2,,2.67,,,
2,3,3,3,2.75,4,3,
4,5,4,4,4.25,4,4,
5,5,5,5,5.00,5,,
5,5,5,5,5.00,5,4,
5,5,5,5,5.00,4,3,
4,5,5,5,4.75,4,3,
5,5,5,4,4.75,4,3,
,5,5,,5.00,,,
5,4,5,4,4.50,5,3,
5,4,4,4,4.25,4,3,
4,4,4,,4.00,,,
5,4,4,,4.33,,,
5,4,4,4,4.25,5,3,
5,4,5,4,4.50,4,3,
5,4,4,4,4.25,5,3,
4,4,4,,4.00,,,
3,4,3,3,3.25,4,4,
3,3,3,3,3.00,4,4,
3,3,3,2,2.75,3,1,
5,5,5,5,5.00,5,3,
4,4,4,,4.00,,,
,,,,,,,
5,5,4,5,4.75,5,3,
4,4,4,,4.00,,,
5,5,5,5,5.00,4,3,
4,3,3,,3.33,,,
4,5,5,4,4.50,5,3,
4,5,4,4,4.25,2,3,
3,3,3,3,3.00,4,3,
3,3,3,4,3.25,3,3,
2,1,2,2,1.75,2,,
3,3,3,3,3.00,5,3,
,4,4,4,4.00,5,4,
,3,,3,3.00,5,3,
3,3,3,3,3.00,5,3,
4,4,4,1,3.25,5,3,
2,3,3,3,2.75,4,3,2
2,2,3,,2.33,2,,2
1,3,1,3,2.00,2,3,2
4,4,4,4,4.00,4,4,2
1,4,2,,2.33,2,1,2
3,3,3,,3.00,4,,
4,4,3,5,4.00,5,3,
2,4,2,2,2.50,4,3,
5,5,5,5,5.00,4,3,
3,4,2,3,3.00,4,3,
3,3,3,3,3.00,5,3,
3,4,3,3,3.25,3,3,
4,4,4,4,4.00,5,3,
3,3,3,4,3.25,5,4,
3,4,3,4,3.50,4,3,
3,3,3,3,3.00,3,2,
3,3,5,5,4.00,5,3,
3,4,3,4,3.50,4,3,
4,4,3,4,3.75,4,3,
4,4,3,3,3.50,4,3,
4,5,5,4,4.50,4,3,
5,5,5,,5.00,,,
5,5,5,5,5.00,5,3,
4,4,4,,4.00,,,
5,5,4,,4.67,,,
4,5,,5,4.67,4,3,
5,5,5,5,5.00,5,3,
4,4,3,4,3.75,4,3,
4,4,3,4,3.75,4,3,
5,5,5,5,5.00,4,3,
4,4,4,4,4.00,2,2,
1,1,1,1,1.00,2,1,
4,3,1,4,3.00,4,1,
3,4,4,4,3.75,5,4,
5,5,4,4,4.50,5,5,
2,,2,2,2.00,2,1,
2,3,3,3,2.75,3,1,
4,4,4,4,4.00,5,4,
,,,,,4,3,
2,4,3,3,3.00,5,3,
5,5,5,5,5.00,5,3,
2,4,2,5,3.25,4,4,
5,4,5,5,4.75,5,3,
3,4,4,4,3.75,4,3,
3,2,,3,2.67,2,3,
,,,,,,3,
4,3,3,4,3.50,5,3,
4,5,,,4.50,3,3,
4,4,4,4,4.00,3,3,
4,4,4,4,4.00,4,3,
3,3,4,4,3.50,5,4,
4,4,4,4,4.00,5,3,
3,3,3,3,3.00,3,3,
1,3,1,,1.67,1,1,
4,4,4,4,4.00,4,3,
5,4,4,4,4.25,4,3,
4,5,4,,4.33,,,
4,4,4,4,4.00,3,3,
5,5,4,,4.67,,,
4,4,4,4,4.00,4,3,
3,4,4,4,3.75,2,3,
5,5,5,5,5.00,5,3,
3,3,4,3,3.25,4,,
4,4,3,3,3.50,4,1,
5,5,4,5,4.75,5,3,
3,5,5,3,4.00,5,3,
1,1,1,,1.00,1,1,
1,1,1,4,1.75,2,3,
2,2,2,,2.00,,,2
4,4,4,4,4.00,4,4,2
3,4,4,4,3.75,4,3,2
2,3,2,3,2.50,3,3,2
2,3,2,,2.33,,,2
3,3,3,,3.00,,,2
4,4,4,,4.00,,,2
3,5,3,2,3.25,3,4,2
4,4,4,,4.00,,,2
3,4,3,4,3.50,2,3,2
3,3,2,,2.67,,,2
3,2,1,2,2.00,2,1,1
4,4,4,4,4.00,5,4,1
3,3,2,3,2.75,3,3,2
4,4,5,4,4.25,4,3,2
3,5,4,3,3.75,2,3,2
3,3,3,3,3.00,4,3,2
3,3,3,3,3.00,3,3,2
3,3,2,3,2.75,5,4,2
4,4,4,3,3.75,4,3,2
3,4,4,4,3.75,4,3,1
3,3,,3,3.00,3,4,1
3,3,3,3,3.00,4,3,1
3,3,3,3,3.00,4,2,1
,1,,3,2.00,,1,1
3,3,3,4,3.25,4,3,2
2,1,1,3,1.75,2,1,2
5,5,5,4,4.75,5,3,2
3,3,3,3,3.00,4,3,2
4,4,4,4,4.00,2,,2
4,5,4,,4.33,5,3,2
3,5,3,3,3.50,4,3,2
3,3,3,3,3.00,5,3,2
4,4,5,5,4.50,5,4,2
3,3,3,3,3.00,3,3,2
2,3,3,3,2.75,2,1,2
1,1,1,3,1.50,3,3,2
4,4,4,4,4.00,5,2,1
5,5,5,5,5.00,4,3,1
4,5,4,,4.33,4,,1
,,,,,5,3,2
3,3,2,3,2.75,3,3,2
2,3,3,3,2.75,4,3,2
5,5,5,5,5.00,4,4,2
3,2,2,4,2.75,5,3,1
2,2,3,2,2.25,2,2,2
2,3,3,2,2.50,4,2,2
2,2,3,,2.33,2,,2
3,3,3,,3.00,2,,2
1,1,3,,1.67,1,,2
1,3,3,1,2.00,3,2,2
4,4,5,4,4.25,4,3,2
1,2,1,1,1.25,2,1,2
2,2,,,2.00,4,,1
4,3,3,4,3.50,4,3,1
4,5,4,4,4.25,3,3,1
3,4,4,4,3.75,5,3,2
2,4,3,2,2.75,3,2,1
4,5,4,4,4.25,5,3,1
5,5,5,5,5.00,5,3,1
4,3,4,4,3.75,4,4,2
2,2,2,1,1.75,1,1,2
2,3,2,2,2.25,3,2,2
3,5,2,3,3.25,4,3,2
2,2,2,2,2.00,2,3,2
4,4,4,4,4.00,5,3,2
4,5,4,4,4.25,5,3,2
5,5,4,5,4.75,5,3,2
5,5,5,5,5.00,5,4,2
5,5,5,5,5.00,5,4,2
4,4,,,4.00,4,3,2
2,3,3,4,3.00,3,4,1
4,5,5,4,4.50,5,3,1
3,3,3,3,3.00,4,3,1
3,4,4,3,3.50,4,3,2
3,4,2,4,3.25,2,3,1
4,4,3,4,3.75,5,3,1
2,4,4,3,3.25,4,2,1
2,4,2,4,3.00,4,4,2
3,4,3,3,3.25,5,4,2
5,5,5,5,5.00,,,2
4,4,3,4,3.75,5,3,2
4,4,4,4,4.00,4,3,2
3,3,3,2,2.75,5,3,2
,,,,,2,1,1
2,2,2,2,2.00,5,3,1
3,4,3,4,3.50,4,2,1
2,3,3,,2.67,,,1
4,4,4,4,4.00,5,3,1
2,3,2,4,2.75,5,3,1
4,4,4,4,4.00,4,3,1
3,3,2,3,2.75,4,3,1
3,4,3,3,3.25,4,2,1
2,2,3,3,2.50,2,3,1
3,3,3,2,2.75,4,4,1
4,4,4,4,4.00,4,3,2
4,5,5,3,4.25,4,3,2
2,3,2,,2.33,4,3,1
3,4,3,4,3.50,4,3,2
3,3,3,3,3.00,5,3,2
4,4,3,4,3.75,5,3,2
3,3,3,,3.00,,,2
5,5,5,,5.00,,,1
3,4,2,4,3.25,4,3,1
3,3,2,4,3.00,2,3,1
5,5,4,,4.67,,,2
3,4,3,4,3.50,3,3,2
3,4,3,4,3.50,4,4,2
1,1,1,2,1.25,1,1,2
3,3,3,,3.00,,,2
4,4,4,4,4.00,4,3,2
2,3,1,3,2.25,3,1,2
5,5,5,,5.00,,,2
5,5,5,5,5.00,4,3,2
4,4,4,4,4.00,4,3,2
5,5,5,,5.00,,,2
4,4,5,,4.33,,,2
4,4,3,3,3.50,3,3,2
3,4,2,,3.00,,,2
4,4,3,5,4.00,2,1,2
4,4,4,4,4.00,4,3,2
3,2,3,3,2.75,,4,2
,,,,,3,3,2
4,5,5,5,4.75,5,3,1
5,5,5,5,5.00,5,3,1
4,3,2,4,3.25,3,3,2
3,3,2,,2.67,,,2
4,4,2,4,3.50,4,3,2
4,4,4,4,4.00,5,3,2
3,4,4,4,3.75,5,2,2
4,3,5,5,4.25,5,3,2
4,3,4,4,3.75,5,3,2
2,4,1,4,2.75,2,1,2
3,3,4,,3.33,,,2
3,3,2,4,3.00,3,4,2
5,4,5,5,4.75,5,3,2
2,3,3,3,2.75,2,3,2
2,3,2,,2.33,,,2
1,3,1,,1.67,4,5,2
4,4,2,,3.33,,,2
3,4,2,3,3.00,3,3,2
4,4,3,,3.67,,,2
4,3,3,,3.33,,,2
2,3,2,4,2.75,3,3,2
4,4,4,4,4.00,4,3,2
,4,4,,4.00,,,2
3,3,2,2,2.50,3,3,2
,,,,,1,,2
,,,,,5,4,2
4,5,5,3,4.25,4,3,2
5,5,5,5,5.00,5,3,2
4,4,4,4,4.00,3,3,2
4,4,4,4,4.00,3,3,2
4,4,4,4,4.00,4,,2
4,4,3,,3.67,,,2
2,3,1,,2.00,2,,2
4,4,4,4,4.00,4,3,2
3,3,3,3,3.00,2,2,2
4,4,4,4,4.00,3,3,2
2,,2,,2.00,,,2
3,4,2,,3.00,,,2
3,3,3,3,3.00,4,3,2
5,5,5,5,5.00,3,3,2
3,5,3,4,3.75,3,3,2
5,5,5,5,5.00,4,4,2
4,5,4,4,4.25,4,3,2
4,3,4,3,3.50,4,,2
5,5,3,3,4.00,4,3,2
5,5,3,3,4.00,4,3,2
1,1,1,1,1.00,2,1,2
5,5,5,5,5.00,5,3,2
2,3,1,3,2.25,1,1,2
5,5,5,5,5.00,5,4,2
4,5,4,,4.33,,,2
5,5,5,5,5.00,4,3,2
4,4,4,4,4.00,5,3,2
5,4,4,5,4.50,4,4,2
4,4,4,,4.00,,,2
4,5,5,,4.67,,,2
3,3,2,3,2.75,3,2,2
4,5,3,3,3.75,3,3,2
2,2,2,4,2.50,5,3,2
,,,,,,,2
5,5,5,,5.00,,,1
4,5,4,5,4.50,4,4,1
4,4,3,4,3.75,4,3,1
4,4,3,4,3.75,3,3,1
4,4,4,3,3.75,2,3,2
4,4,4,4,4.00,5,3,2
4,5,5,5,4.75,5,3,2
4,5,4,4,4.25,5,3,2
,,,,,,3,2
5,5,4,4,4.50,5,4,2
4,5,3,4,4.00,4,3,2
3,3,4,4,3.50,4,3,2
4,4,3,4,3.75,4,3,2
3,4,4,3,3.50,4,3,2
,,1,,1.00,,,2
4,4,3,4,3.75,4,3,2
4,4,2,3,3.25,4,3,2
3,4,3,,3.33,,,2
3,3,1,3,2.50,2,3,2
2,3,3,3,2.75,1,1,2
3,4,2,,3.00,,,2
3,4,3,,3.33,,,2
3,3,2,2,2.50,2,2,2
4,5,3,4,4.00,4,3,2
5,5,5,5,5.00,5,5,2
2,4,2,4,3.00,2,4,1
3,4,2,,3.00,,,1
3,4,4,4,3.75,3,3,1
3,4,2,3,3.00,3,3,1
5,4,5,4,4.50,5,3,1
3,4,1,3,2.75,3,3,1
,,,,,,,1
2,3,1,2,2.00,2,1,1
5,5,5,5,5.00,4,3,2
